bar;item;price
Loki Lounge;Original Premium;6.41
Loki Lounge;Trilliul Vicinity;6.7
Loki Lounge;Carton Boat Beer;6.7
Loki Lounge;Summit Extra Pale Ale;6.95
Loki Lounge;Melvin 2x4 Double IPA;7.01
Loki Lounge;Stolichnaya Citrona;7.29
Loki Lounge;Original Premium Lager Dog;7.72
Loki Lounge;Killian's;8.51
Loki Lounge;Bud;8.57
Loki Lounge;Live Oak Hefeweizen;8.79
Loki Lounge;Port Brewing Board Meeting;8.8
Loki Lounge;Russian River STS;8.85
Loki Lounge;Zima;9.01
Loki Lounge;Zima Citrus;9.12
Loki Lounge;Original Premium Lager;9.17
Loki Lounge;Budweiser;9.48
Loki Lounge;Deviled Eggs;11.21
Loki Lounge;Roasted Cauliflower;11.6
Loki Lounge;Pigs in a Blanket;12.29
Loki Lounge;Mozzarella Sticks;13.45
Loki Lounge;Hot Wings;14.15
Loki Lounge;Hot Dogs;14.69
Lsg Sky Chefs;Michelob ULTRA;5.34
Lsg Sky Chefs;Brooklyn Bel Air Sour;5.52
Lsg Sky Chefs;New Belgium La Folie;7.05
Lsg Sky Chefs;Sun King Afternoon Delight;8.0
Lsg Sky Chefs;Grimm Afterimage;8.2
Lsg Sky Chefs;Zima Citrus;8.8
Lsg Sky Chefs;Popcorn;11.02
Lsg Sky Chefs;Maple-Glazed Peanuts;11.04
Lsg Sky Chefs;Pizza;11.84
Lsg Sky Chefs;Roasted Cauliflower;13.13
Lsg Sky Chefs;Sloppy Joe;13.13
Lsg Sky Chefs;Chilli;13.45
Lsg Sky Chefs;Hot Wings;13.76
Lsg Sky Chefs;Nachos;14.87
Luna Sea;Michelob Amber Bock;5.41
Luna Sea;New Glarus Berliner Weiss;5.43
Luna Sea;Sauza Diablo;6.27
Luna Sea;Carton Boat Beer;6.31
Luna Sea;Summit Extra Pale Ale;6.38
Luna Sea;Creamy Dark;6.63
Luna Sea;Michelob Golden Draft Light;7.39
Luna Sea;New Belgium La Folie;7.65
Luna Sea;Marz Diliner Weisse;8.02
Luna Sea;Devils Backbone Vienna Lager;8.44
Luna Sea;Grimm Afterimage;8.94
Luna Sea;Russian River STS;9.0
Luna Sea;Holy Mountain Misere Au Borinage;9.53
Luna Sea;Moonlight Death and Taxes;9.79
Luna Sea;Potato Skins;10.32
Luna Sea;French Fries;10.78
Luna Sea;Popcorn;11.47
Luna Sea;Shrimp Cocktail;12.08
Luna Sea;Pigs in a Blanket;12.25
Luna Sea;Mozzarella Sticks;12.79
Luna Sea;Buffalo Wings;13.84
Luna Sea;Hot Dogs;13.93
Luna Sea;Soft Pretzel;14.75
Lydia's;Hefeweizen;5.15
Lydia's;Southpaw Light;5.49
Lydia's;Michelob ULTRA;5.76
Lydia's;Suarez Family Palatine Pils;5.96
Lydia's;Original Premium;6.34
Lydia's;The Bruery Mocha Wednesday;6.49
Lydia's;Carton Boat Beer;6.53
Lydia's;Tired Hands SaisonHands;6.66
Lydia's;Melvin 2x4 Double IPA;6.71
Lydia's;Stolichnaya Citrona;6.97
Lydia's;Blue Moon;7.53
Lydia's;New Belgium La Folie;7.73
Lydia's;Sun King Afternoon Delight;7.89
Lydia's;Killian's;8.5
Lydia's;Lion Bridge Compensation;8.87
Lydia's;Devils Backbone Vienna Lager;9.35
Lydia's;Holy Mountain Misere Au Borinage;9.6
Lydia's;Chuckanut Kolsch Style;9.63
Lydia's;Moonlight Death and Taxes;9.75
Lydia's;Potato Skins;11.0
Lydia's;Popcorn;11.17
Lydia's;Disco Fries;11.37
Lydia's;Pizza;11.6
Lydia's;Shrimp Cocktail;12.11
Lydia's;Sloppy Joe;12.13
Lydia's;Cheese Fries;13.83
Lydia's;Hot Dogs;14.53
Mad Hatter;Hefeweizen;5.06
Mad Hatter;Suarez Family Palatine Pils;5.06
Mad Hatter;New Glarus Berliner Weiss;5.17
Mad Hatter;Brooklyn Bel Air Sour;5.4
Mad Hatter;Summit Extra Pale Ale;5.44
Mad Hatter;Toppling Goliath King Sue;5.82
Mad Hatter;J. Wakefield Miami Madness;5.82
Mad Hatter;Wicked Weed Black Angel;5.83
Mad Hatter;Stolichnaya Citrona;6.18
Mad Hatter;New Belgium La Folie;6.25
Mad Hatter;Bell's Two-Hearted Ale;6.89
Mad Hatter;Killian's;6.98
Mad Hatter;Lion Bridge Compensation;7.45
Mad Hatter;Grimm Afterimage;7.49
Mad Hatter;Port Brewing Board Meeting;7.99
Mad Hatter;Russian River STS;8.35
Mad Hatter;Holy Mountain Misere Au Borinage;8.87
Mad Hatter;Burial Griddle;9.39
Mad Hatter;Original Premium Lager;9.68
Mad Hatter;Moonlight Death and Taxes;9.95
Mad Hatter;French Fries;10.95
Mad Hatter;Deviled Eggs;10.97
Mad Hatter;Disco Fries;11.4
Mad Hatter;Artichoke Dip;11.45
Mad Hatter;Mozzarella Sticks;11.61
Mad Hatter;Buffalo Wings;13.54
Mad Hatter;Quesadillas;14.86
Madame Oar's;Hefeweizen;5.02
Madame Oar's;Sauza Diablo;6.53
Madame Oar's;Tired Hands SaisonHands;7.42
Madame Oar's;Creamy Dark;7.59
Madame Oar's;Zima;8.75
Madame Oar's;Budweiser;8.86
Madame Oar's;French Fries;10.6
Madame Oar's;Popcorn;11.33
Madame Oar's;Disco Fries;11.67
Madame Oar's;Shrimp Cocktail;12.34
Madame Oar's;Chilli;13.58
Madame Oar's;Buffalo Wings;13.66
Madame Oar's;Hot Wings;13.66
Madame Oar's;Nachos;13.75
Madame Oar's;Soft Pretzel;14.68
Mail Box;Hefeweizen;5.03
Mail Box;Southpaw Light;5.16
Mail Box;Michelob ULTRA;5.65
Mail Box;New Glarus Berliner Weiss;6.38
Mail Box;J. Wakefield Miami Madness;7.1
Mail Box;Creamy Dark;7.44
Mail Box;Blue Moon;7.99
Mail Box;Marz Diliner Weisse;9.01
Mail Box;Russian River STS;9.85
Mail Box;Chuckanut Kolsch Style;9.88
Mail Box;Potato Skins;10.89
Mail Box;Popcorn;11.53
Mail Box;Disco Fries;13.24
Mail Box;Artichoke Dip;13.64
Mail Box;Mozzarella Sticks;14.57
Mail Box;Cheese Fries;14.85
Main Street Station;Southpaw Light;5.55
Main Street Station;Michelob Amber Bock;5.78
Main Street Station;Sauza Diablo;6.46
Main Street Station;Michelob Golden Draft Light;6.58
Main Street Station;Wicked Weed Black Angel;6.65
Main Street Station;Stolichnaya Citrona;7.4
Main Street Station;Killian's;7.75
Main Street Station;Devils Backbone Vienna Lager;7.87
Main Street Station;Port Brewing Board Meeting;7.89
Main Street Station;Russian River STS;9.57
Main Street Station;Holy Mountain Misere Au Borinage;9.98
Main Street Station;Moonlight Death and Taxes;10.0
Main Street Station;Disco Fries;10.75
Main Street Station;Roasted Cauliflower;11.64
Main Street Station;Burger Sliders;12.4
Main Street Station;Chilli;12.65
Main Street Station;Pigs in a Blanket;12.68
Main Street Station;Fried Pickles;13.46
Main Street Station;Nachos;13.81
Main Street Station;Quesadillas;14.64
Main Street Station;Soft Pretzel;14.64
Mason's Cocktail Lounge;Southpaw Light;5.39
Mason's Cocktail Lounge;Sauza Diablo;5.57
Mason's Cocktail Lounge;Melvin 2x4 Double IPA;6.3
Mason's Cocktail Lounge;J. Wakefield Miami Madness;6.47
Mason's Cocktail Lounge;New Belgium La Folie;7.23
Mason's Cocktail Lounge;Sun King Afternoon Delight;7.45
Mason's Cocktail Lounge;Lion Bridge Compensation;7.73
Mason's Cocktail Lounge;Dogfish SeaQuench;8.23
Mason's Cocktail Lounge;Live Oak Hefeweizen;8.4
Mason's Cocktail Lounge;Port Brewing Board Meeting;8.9
Mason's Cocktail Lounge;Holy Mountain Misere Au Borinage;9.44
Mason's Cocktail Lounge;Burial Griddle;9.55
Mason's Cocktail Lounge;Chuckanut Kolsch Style;9.86
Mason's Cocktail Lounge;Deviled Eggs;11.01
Mason's Cocktail Lounge;Jalapeno Poppers;11.23
Mason's Cocktail Lounge;Shrimp Cocktail;11.63
Mason's Cocktail Lounge;Fried Pickles;13.39
Mason's Cocktail Lounge;Nachos;13.75
Mason's Cocktail Lounge;Soft Pretzel;14.12
Matilda;ICEHOUSE;6.09
Matilda;Michelob Amber Bock;6.36
Matilda;Stolichnaya Citrona;6.6
Matilda;Original Premium Lager Dog;7.73
Matilda;Marz Diliner Weisse;8.21
Matilda;Bell's Two-Hearted Ale;8.26
Matilda;Live Oak Hefeweizen;8.5
Matilda;Russian River STS;8.7
Matilda;Potato Skins;10.24
Matilda;Popcorn;11.41
Matilda;Disco Fries;11.86
Matilda;Roasted Cauliflower;12.11
Matilda;Burger Sliders;13.3
Matilda;Cheese Fries;14.31
Mc Crossen's Tavern;Southpaw Light;5.01
Mc Crossen's Tavern;Sauza Diablo;6.87
Mc Crossen's Tavern;Toppling Goliath King Sue;7.41
Mc Crossen's Tavern;Creamy Dark;8.08
Mc Crossen's Tavern;Blue Moon;8.22
Mc Crossen's Tavern;Marz Diliner Weisse;8.33
Mc Crossen's Tavern;Lion Bridge Compensation;8.37
Mc Crossen's Tavern;Hefeweizen Doppelbock;8.56
Mc Crossen's Tavern;Allagash White;8.6
Mc Crossen's Tavern;Michelob Golden Draft;9.22
Mc Crossen's Tavern;Russian River STS;9.23
Mc Crossen's Tavern;Zima Citrus;9.34
Mc Crossen's Tavern;Budweiser;9.39
Mc Crossen's Tavern;Extra Gold;9.98
Mc Crossen's Tavern;Deviled Eggs;10.88
Mc Crossen's Tavern;Shrimp Cocktail;11.39
Mc Crossen's Tavern;Pigs in a Blanket;12.25
Mc Crossen's Tavern;Fried Pickles;12.37
Mc Crossen's Tavern;Hot Wings;13.34
Mc Crossen's Tavern;Onion Rings;13.92
Mc Crossen's Tavern;Hot Dogs;14.4
Metro;Southpaw Light;5.17
Metro;Michelob Amber Bock;5.67
Metro;Original Premium;5.68
Metro;Trilliul Vicinity;6.06
Metro;Carton Boat Beer;6.33
Metro;Summit Extra Pale Ale;7.15
Metro;Melvin 2x4 Double IPA;7.15
Metro;Blue Moon;7.21
Metro;Sun King Afternoon Delight;7.49
Metro;Lion Bridge Compensation;7.62
Metro;Bud;8.14
Metro;Dogfish SeaQuench;8.68
Metro;Allagash White;8.68
Metro;Port Brewing Board Meeting;9.12
Metro;Russian River STS;9.29
Metro;Holy Mountain Misere Au Borinage;9.34
Metro;Zima;9.35
Metro;Budweiser;9.85
Metro;Potato Skins;10.12
Metro;Maple-Glazed Peanuts;10.49
Metro;Disco Fries;11.15
Metro;Roasted Cauliflower;12.0
Metro;Shrimp Cocktail;12.73
Metro;Chilli;12.97
Metro;Mozzarella Sticks;13.32
Metro;Cheese Fries;13.4
Metro;Onion Rings;13.92
Metro;Quesadillas;14.33
Midway Inn;Southpaw Light;5.57
Midway Inn;Carton Boat Beer;5.83
Midway Inn;Summit Extra Pale Ale;6.58
Midway Inn;Stolichnaya Citrona;6.88
Midway Inn;Killian's;8.07
Midway Inn;Bud;8.53
Midway Inn;Devils Backbone Vienna Lager;9.16
Midway Inn;Holy Mountain Misere Au Borinage;9.21
Midway Inn;Burial Griddle;9.48
Midway Inn;Moonlight Death and Taxes;9.57
Midway Inn;Potato Skins;10.49
Midway Inn;French Fries;10.58
Midway Inn;Deviled Eggs;10.81
Midway Inn;Sloppy Joe;11.44
Midway Inn;Chilli;12.47
Midway Inn;Mozzarella Sticks;13.59
Midway Inn;Hot Dogs;14.64
Mike & C's Family Sports Grill;Southpaw Light;5.25
Mike & C's Family Sports Grill;Michelob ULTRA;5.34
Mike & C's Family Sports Grill;Suarez Family Palatine Pils;5.69
Mike & C's Family Sports Grill;New Glarus Berliner Weiss;5.72
Mike & C's Family Sports Grill;The Bruery Mocha Wednesday;5.83
Mike & C's Family Sports Grill;Summit Extra Pale Ale;6.18
Mike & C's Family Sports Grill;Michelob Golden Draft Light;6.49
Mike & C's Family Sports Grill;Blue Moon;7.44
Mike & C's Family Sports Grill;Sun King Afternoon Delight;7.48
Mike & C's Family Sports Grill;Marz Diliner Weisse;8.01
Mike & C's Family Sports Grill;Bell's Two-Hearted Ale;8.2
Mike & C's Family Sports Grill;Killian's;8.45
Mike & C's Family Sports Grill;Lion Bridge Compensation;8.83
Mike & C's Family Sports Grill;Dogfish SeaQuench;8.89
Mike & C's Family Sports Grill;Hefeweizen Doppelbock;8.94
Mike & C's Family Sports Grill;Zima Citrus;9.76
Mike & C's Family Sports Grill;Potato Skins;10.89
Mike & C's Family Sports Grill;French Fries;10.95
Mike & C's Family Sports Grill;Maple-Glazed Peanuts;11.48
Mike & C's Family Sports Grill;Disco Fries;11.59
Mike & C's Family Sports Grill;Shrimp Cocktail;12.02
Mike & C's Family Sports Grill;Chilli;13.25
Mike & C's Family Sports Grill;Hot Wings;13.47
Mike & C's Family Sports Grill;Onion Rings;14.37
Mike & C's Family Sports Grill;Hot Dogs;14.57
Mill;Original Premium;5.81
Mill;Summit Extra Pale Ale;7.04
Mill;Michelob Golden Draft Light;7.15
Mill;Original Premium Lager Dog;7.44
Mill;Blue Moon;7.45
Mill;Sun King Afternoon Delight;8.32
Mill;Marz Diliner Weisse;8.39
Mill;Bud;8.55
Mill;Dogfish SeaQuench;8.74
Mill;Burial Griddle;8.95
Mill;Original Premium Lager;9.26
Mill;Moonlight Death and Taxes;9.56
Mill;Potato Skins;10.0
Mill;Disco Fries;10.75
Mill;Artichoke Dip;11.2
Mill;Burger Sliders;11.92
Mill;Pigs in a Blanket;13.57
Mill;Fried Pickles;14.62
Mill;Buffalo Wings;14.84
Mississippi Nights;Suarez Family Palatine Pils;5.05
Mississippi Nights;Michelob Amber Bock;5.37
Mississippi Nights;Carton Boat Beer;5.4
Mississippi Nights;Summit Extra Pale Ale;5.51
Mississippi Nights;Tired Hands SaisonHands;5.56
Mississippi Nights;Stolichnaya Citrona;6.12
Mississippi Nights;Blue Moon;7.16
Mississippi Nights;New Belgium La Folie;7.24
Mississippi Nights;Killian's;7.49
Mississippi Nights;Hefeweizen Doppelbock;7.62
Mississippi Nights;Allagash White;7.98
Mississippi Nights;Michelob Golden Draft;8.07
Mississippi Nights;Port Brewing Board Meeting;9.02
Mississippi Nights;Zima;9.71
Mississippi Nights;Zima Citrus;9.75
Mississippi Nights;Original Premium Lager;9.96
Mississippi Nights;Pigs in a Blanket;11.08
Mississippi Nights;Fried Pickles;11.41
Mississippi Nights;Onion Rings;13.19
Mississippi Nights;Hot Dogs;13.78
Mississippi Nights;Soft Pretzel;14.34
Miyagi Sushi Bar & Grill;Hefeweizen;5.04
Miyagi Sushi Bar & Grill;New Glarus Berliner Weiss;5.11
Miyagi Sushi Bar & Grill;Brooklyn Bel Air Sour;6.42
Miyagi Sushi Bar & Grill;The Bruery Mocha Wednesday;7.1
Miyagi Sushi Bar & Grill;Blue Moon;7.62
Miyagi Sushi Bar & Grill;Bell's Two-Hearted Ale;7.71
Miyagi Sushi Bar & Grill;Dogfish SeaQuench;7.98
Miyagi Sushi Bar & Grill;Chuckanut Kolsch Style;8.79
Miyagi Sushi Bar & Grill;Potato Skins;10.48
Miyagi Sushi Bar & Grill;Popcorn;11.22
Miyagi Sushi Bar & Grill;Deviled Eggs;11.24
Miyagi Sushi Bar & Grill;Maple-Glazed Peanuts;11.29
Miyagi Sushi Bar & Grill;Sloppy Joe;12.17
Miyagi Sushi Bar & Grill;Chilli;13.08
Miyagi Sushi Bar & Grill;Onion Rings;13.44
Miyagi Sushi Bar & Grill;Hot Dogs;13.55
Miyagi Sushi Bar & Grill;Nachos;13.74
Miyagi Sushi Bar & Grill;Soft Pretzel;14.12
Moody's;Michelob Amber Bock;5.54
Moody's;J. Wakefield Miami Madness;5.59
Moody's;Marz Diliner Weisse;6.18
Moody's;Bud;6.36
Moody's;Live Oak Hefeweizen;7.35
Moody's;Allagash White;7.86
Moody's;Grimm Afterimage;8.85
Moody's;Zima;9.87
Moody's;Maple-Glazed Peanuts;10.17
Moody's;Disco Fries;13.02
Moody's;Burger Sliders;13.33
Moody's;Fried Pickles;13.37
Moody's;Onion Rings;14.54
My Office Bar & Grill;Sauza Diablo;5.37
My Office Bar & Grill;Wicked Weed Black Angel;5.64
My Office Bar & Grill;Original Premium Lager Dog;5.84
My Office Bar & Grill;Holy Mountain Misere Au Borinage;6.85
My Office Bar & Grill;Burial Griddle;7.91
My Office Bar & Grill;Popcorn;10.82
My Office Bar & Grill;Deviled Eggs;11.11
My Office Bar & Grill;Disco Fries;12.27
My Office Bar & Grill;Shrimp Cocktail;14.32
My Office Bar & Grill;Artichoke Dip;14.62
My Office Bar & Grill;Fried Pickles;14.81
My Office Bar & Grill;Hot Wings;14.93
My Office Bar & Grill;Nachos;14.96
Nantucket Wine & Spirits;Hefeweizen;5.23
Nantucket Wine & Spirits;Michelob Amber Bock;5.32
Nantucket Wine & Spirits;New Glarus Berliner Weiss;5.4
Nantucket Wine & Spirits;Trilliul Vicinity;5.44
Nantucket Wine & Spirits;J. Wakefield Miami Madness;5.87
Nantucket Wine & Spirits;New Belgium La Folie;5.88
Nantucket Wine & Spirits;Sun King Afternoon Delight;5.98
Nantucket Wine & Spirits;Marz Diliner Weisse;6.03
Nantucket Wine & Spirits;Bell's Two-Hearted Ale;6.26
Nantucket Wine & Spirits;Killian's;6.55
Nantucket Wine & Spirits;Dogfish SeaQuench;6.86
Nantucket Wine & Spirits;Hefeweizen Doppelbock;7.11
Nantucket Wine & Spirits;Michelob Golden Draft;7.22
Nantucket Wine & Spirits;Grimm Afterimage;7.59
Nantucket Wine & Spirits;Holy Mountain Misere Au Borinage;7.62
Nantucket Wine & Spirits;Burial Griddle;8.17
Nantucket Wine & Spirits;Chuckanut Kolsch Style;8.21
Nantucket Wine & Spirits;Extra Gold;9.25
Nantucket Wine & Spirits;French Fries;10.26
Nantucket Wine & Spirits;Maple-Glazed Peanuts;10.84
Nantucket Wine & Spirits;Roasted Cauliflower;10.95
Nantucket Wine & Spirits;Shrimp Cocktail;11.66
Nantucket Wine & Spirits;Buffalo Wings;12.32
Nantucket Wine & Spirits;Onion Rings;14.47
Nantucket Wine & Spirits;Hot Dogs;14.75
Nantucket Wine & Spirits;Nachos;14.93
Nec Leo Morbi Ltd;New Glarus Berliner Weiss;5.53
Nec Leo Morbi Ltd;Brooklyn Bel Air Sour;6.71
Nec Leo Morbi Ltd;Tired Hands SaisonHands;7.37
Nec Leo Morbi Ltd;Creamy Dark;7.62
Nec Leo Morbi Ltd;Original Premium Lager Dog;7.72
Nec Leo Morbi Ltd;Bud;7.92
Nec Leo Morbi Ltd;Budweiser;9.62
Nec Leo Morbi Ltd;Potato Skins;10.12
Nec Leo Morbi Ltd;Maple-Glazed Peanuts;10.62
Nec Leo Morbi Ltd;Disco Fries;10.69
Nec Leo Morbi Ltd;Pizza;11.05
Nec Leo Morbi Ltd;Roasted Cauliflower;12.01
Nec Leo Morbi Ltd;Shrimp Cocktail;12.04
Nec Leo Morbi Ltd;Artichoke Dip;12.05
Nec Leo Morbi Ltd;Sloppy Joe;12.53
Nec Leo Morbi Ltd;Mozzarella Sticks;12.56
Nec Leo Morbi Ltd;Cheese Fries;13.79
Nemo's Sports Cafe;Sauza Diablo;5.17
Nemo's Sports Cafe;Carton Boat Beer;5.21
Nemo's Sports Cafe;Creamy Dark;6.62
Nemo's Sports Cafe;Michelob Golden Draft Light;7.06
Nemo's Sports Cafe;Wicked Weed Black Angel;7.08
Nemo's Sports Cafe;New Belgium La Folie;7.16
Nemo's Sports Cafe;Sun King Afternoon Delight;7.25
Nemo's Sports Cafe;Bell's Two-Hearted Ale;7.67
Nemo's Sports Cafe;Lion Bridge Compensation;7.93
Nemo's Sports Cafe;Allagash White;8.83
Nemo's Sports Cafe;Chuckanut Kolsch Style;8.88
Nemo's Sports Cafe;Zima Citrus;9.47
Nemo's Sports Cafe;Extra Gold;9.47
Nemo's Sports Cafe;Moonlight Death and Taxes;9.89
Nemo's Sports Cafe;Deviled Eggs;10.12
Nemo's Sports Cafe;Maple-Glazed Peanuts;10.43
Nemo's Sports Cafe;Jalapeno Poppers;11.13
Nemo's Sports Cafe;Roasted Cauliflower;11.15
Nemo's Sports Cafe;Shrimp Cocktail;12.54
Nemo's Sports Cafe;Artichoke Dip;13.5
Nemo's Sports Cafe;Cheese Fries;14.21
Nemo's Sports Cafe;Onion Rings;14.51
New West;Hefeweizen;5.2
New West;ICEHOUSE;5.53
New West;Original Premium;6.51
New West;Stolichnaya Citrona;7.53
New West;Sun King Afternoon Delight;7.59
New West;Allagash White;7.82
New West;Holy Mountain Misere Au Borinage;8.44
New West;Zima Citrus;8.81
New West;Potato Skins;11.97
New West;Maple-Glazed Peanuts;12.15
New West;Jalapeno Poppers;13.37
New West;Roasted Cauliflower;13.69
New West;Shrimp Cocktail;13.74
New West;Sloppy Joe;14.13
New West;Pigs in a Blanket;14.76
New West;Mozzarella Sticks;14.85
Next;Hefeweizen;5.2
Next;Southpaw Light;5.52
Next;New Glarus Berliner Weiss;6.25
Next;The Bruery Mocha Wednesday;7.0
Next;Trilliul Vicinity;7.06
Next;Melvin 2x4 Double IPA;7.84
Next;Creamy Dark;8.35
Next;Stolichnaya Citrona;8.39
Next;Blue Moon;8.42
Next;Allagash White;8.56
Next;Grimm Afterimage;8.85
Next;Russian River STS;8.94
Next;Burial Griddle;9.07
Next;Zima Citrus;9.59
Next;Budweiser;9.6
Next;Potato Skins;10.03
Next;Jalapeno Poppers;10.55
Next;Pigs in a Blanket;10.75
Next;Hot Wings;11.46
Next;Onion Rings;13.71
Next;Soft Pretzel;14.52
Nicky Blaine's;Michelob ULTRA;5.02
Nicky Blaine's;Carton Boat Beer;5.05
Nicky Blaine's;Creamy Dark;5.55
Nicky Blaine's;Wicked Weed Black Angel;6.07
Nicky Blaine's;Killian's;7.0
Nicky Blaine's;Bud;7.99
Nicky Blaine's;Live Oak Hefeweizen;8.01
Nicky Blaine's;Grimm Afterimage;8.46
Nicky Blaine's;Port Brewing Board Meeting;9.45
Nicky Blaine's;Chuckanut Kolsch Style;9.56
Nicky Blaine's;Original Premium Lager;9.9
Nicky Blaine's;Shrimp Cocktail;10.08
Nicky Blaine's;Artichoke Dip;10.22
Nicky Blaine's;Fried Pickles;10.68
Nicky Blaine's;Mozzarella Sticks;13.55
Nicky Blaine's;Nachos;14.5
Nightmoves;Hefeweizen;5.69
Nightmoves;New Glarus Berliner Weiss;6.24
Nightmoves;Sauza Diablo;6.25
Nightmoves;Port Brewing Board Meeting;8.32
Nightmoves;Russian River STS;8.33
Nightmoves;Original Premium Lager;8.84
Nightmoves;Budweiser;9.0
Nightmoves;Moonlight Death and Taxes;9.17
Nightmoves;Maple-Glazed Peanuts;10.29
Nightmoves;Disco Fries;11.16
Nightmoves;Artichoke Dip;11.23
Nightmoves;Mozzarella Sticks;11.64
Nightmoves;Hot Wings;13.85
Nightmoves;Quesadillas;14.08
Niko's Lodge Bar & Grill;Michelob ULTRA;5.08
Niko's Lodge Bar & Grill;Michelob Amber Bock;5.2
Niko's Lodge Bar & Grill;Brooklyn Bel Air Sour;6.7
Niko's Lodge Bar & Grill;Original Premium;6.82
Niko's Lodge Bar & Grill;Melvin 2x4 Double IPA;7.41
Niko's Lodge Bar & Grill;Lion Bridge Compensation;7.62
Niko's Lodge Bar & Grill;Allagash White;9.28
Niko's Lodge Bar & Grill;Grimm Afterimage;9.31
Niko's Lodge Bar & Grill;Zima Citrus;9.66
Niko's Lodge Bar & Grill;Moonlight Death and Taxes;9.78
Niko's Lodge Bar & Grill;Potato Skins;10.48
Niko's Lodge Bar & Grill;Jalapeno Poppers;10.9
Niko's Lodge Bar & Grill;Pigs in a Blanket;11.67
Niko's Lodge Bar & Grill;Mozzarella Sticks;12.18
Niko's Lodge Bar & Grill;Buffalo Wings;14.28
Niko's Lodge Bar & Grill;Onion Rings;14.35
Niko's Lodge Bar & Grill;Nachos;14.67
Niko's Lodge Bar & Grill;Soft Pretzel;14.82
Nothin Fancy Bar & Grill;Michelob ULTRA;5.02
Nothin Fancy Bar & Grill;New Glarus Berliner Weiss;5.24
Nothin Fancy Bar & Grill;Carton Boat Beer;5.71
Nothin Fancy Bar & Grill;Tired Hands SaisonHands;5.72
Nothin Fancy Bar & Grill;Melvin 2x4 Double IPA;6.63
Nothin Fancy Bar & Grill;Wicked Weed Black Angel;6.78
Nothin Fancy Bar & Grill;Original Premium Lager Dog;7.12
Nothin Fancy Bar & Grill;Sun King Afternoon Delight;7.39
Nothin Fancy Bar & Grill;Marz Diliner Weisse;7.85
Nothin Fancy Bar & Grill;Dogfish SeaQuench;8.25
Nothin Fancy Bar & Grill;Live Oak Hefeweizen;8.37
Nothin Fancy Bar & Grill;Russian River STS;8.37
Nothin Fancy Bar & Grill;Budweiser;8.8
Nothin Fancy Bar & Grill;Extra Gold;8.96
Nothin Fancy Bar & Grill;Potato Skins;10.45
Nothin Fancy Bar & Grill;Maple-Glazed Peanuts;10.93
Nothin Fancy Bar & Grill;Roasted Cauliflower;11.0
Nothin Fancy Bar & Grill;Sloppy Joe;11.43
Nothin Fancy Bar & Grill;Chilli;12.95
Nothin Fancy Bar & Grill;Onion Rings;13.08
Nothin Fancy Bar & Grill;Hot Dogs;13.34
Nothin Fancy Bar & Grill;Nachos;13.59
Nothin Fancy Bar & Grill;Quesadillas;14.58
Novak's Bar & Grill;Hefeweizen;5.19
Novak's Bar & Grill;Michelob ULTRA;5.43
Novak's Bar & Grill;Brooklyn Bel Air Sour;5.56
Novak's Bar & Grill;Sauza Diablo;5.81
Novak's Bar & Grill;Trilliul Vicinity;5.87
Novak's Bar & Grill;Carton Boat Beer;6.0
Novak's Bar & Grill;Tired Hands SaisonHands;6.17
Novak's Bar & Grill;J. Wakefield Miami Madness;6.35
Novak's Bar & Grill;Michelob Golden Draft Light;6.92
Novak's Bar & Grill;Blue Moon;7.52
Novak's Bar & Grill;New Belgium La Folie;7.59
Novak's Bar & Grill;Bell's Two-Hearted Ale;8.01
Novak's Bar & Grill;Lion Bridge Compensation;8.03
Novak's Bar & Grill;Bud;8.49
Novak's Bar & Grill;Michelob Golden Draft;8.57
Novak's Bar & Grill;Holy Mountain Misere Au Borinage;8.98
Novak's Bar & Grill;Zima Citrus;9.4
Novak's Bar & Grill;Original Premium Lager;9.92
Novak's Bar & Grill;Deviled Eggs;10.05
Novak's Bar & Grill;Roasted Cauliflower;10.18
Novak's Bar & Grill;Shrimp Cocktail;11.66
